"","sample_id","sample_type","surface_or_deep","sample_type_depth","sample_number","site_name","mountain_range","latitude","longitude","elevation","notes","depth_start","depth_end","measured_temperature","temperature_type","Tann","Tmin","Tmax","MAP","climate_data_source","Tann_snotel","Tmin_snotel","Tmax_snotel","MAP_snotel"
"MAWC.WG2A_S","MAWC.WG2A_S","peat","surface","peat_surface",344,"Wagon Creek fen",NA,43.381299,-110.06779,2695,"",3,5,NA,NA,0.1,-7.8,8,577,"",NA,NA,NA,NA
"MAWC.WG2B_S","MAWC.WG2B_S","peat","deep","peat_deep",345,"Wagon Creek fen",NA,43.381299,-110.06779,2695,"",8,10,NA,NA,0.1,-7.8,8,577,"",NA,NA,NA,NA
"MAWC.WG3A_S","MAWC.WG3A_S","peat","surface","peat_surface",346,"Wagon Creek fen",NA,43.381299,-110.06779,2695,"",3,5,NA,NA,0.1,-7.8,8,577,"",NA,NA,NA,NA
"MAWC.WG3B_S","MAWC.WG3B_S","peat","deep","peat_deep",347,"Wagon Creek fen",NA,43.381299,-110.06779,2695,"",18,20,NA,NA,0.1,-7.8,8,577,"",NA,NA,NA,NA
"MAWC.WG4A_S","MAWC.WG4A_S","peat","surface","peat_surface",348,"Wagon Creek fen",NA,43.381299,-110.06779,2695,"",3,5,NA,NA,0.1,-7.8,8,577,"",NA,NA,NA,NA
"MAWC.WG4B_S","MAWC.WG4B_S","peat","deep","peat_deep",349,"Wagon Creek fen",NA,43.381299,-110.06779,2695,"",15,17,NA,NA,0.1,-7.8,8,577,"",NA,NA,NA,NA
"Calder.33_1_4_DNA","Calder.33_1_4_DNA","sediment","surface","sediment_surface",1,"Lake Marie",NA,41.334836,-106.3253,3201,NA,4,6,10,"lake bottom water temperature",-0.5,-6.4,5.3,1196.61,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.34_1_0_DNA","Calder.34_1_0_DNA","sediment","surface","sediment_surface",2,"Lewis",NA,41.358206,-106.29614,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",0,2,7,"lake bottom water temperature",-1,-6.9,4.9,1221.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.34_1_16_DNA","Calder.34_1_16_DNA","sediment","deep","sediment_deep",3,"Lewis",NA,41.358206,-106.29614,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",16,18,7,"lake bottom water temperature",-1,-6.9,4.9,1221.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.34_1_18_DNA","Calder.34_1_18_DNA","sediment","deep","sediment_deep",4,"Lewis",NA,41.358206,-106.29614,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",18,20,7,"lake bottom water temperature",-1,-6.9,4.9,1221.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.34_1_2_DNA","Calder.34_1_2_DNA","sediment","surface","sediment_surface",5,"Lewis",NA,41.358206,-106.29614,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",2,4,7,"lake bottom water temperature",-1,-6.9,4.9,1221.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.34_1_20_DNA","Calder.34_1_20_DNA","sediment","deep","sediment_deep",6,"Lewis",NA,41.358206,-106.29614,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",20,22,7,"lake bottom water temperature",-1,-6.9,4.9,1221.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.34_1_4_DNA","Calder.34_1_4_DNA","sediment","surface","sediment_surface",7,"Lewis",NA,41.358206,-106.29614,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",4,6,7,"lake bottom water temperature",-1,-6.9,4.9,1221.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.35_1_0_DNA","Calder.35_1_0_DNA","sediment","surface","sediment_surface",8,"West Glacier",NA,41.377268,-106.25894,3224,NA,0,2,9,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.35_1_2_DNA","Calder.35_1_2_DNA","sediment","surface","sediment_surface",9,"West Glacier",NA,41.377268,-106.25894,3224,NA,2,4,9,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.35_1_4_DNA","Calder.35_1_4_DNA","sediment","surface","sediment_surface",10,"West Glacier",NA,41.377268,-106.25894,3224,NA,4,6,9,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.35_2_0_DNA","Calder.35_2_0_DNA","sediment","surface","sediment_surface",11,"West Glacier",NA,41.377268,-106.25894,3224,NA,0,2,9,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.35_2_2_DNA","Calder.35_2_2_DNA","sediment","surface","sediment_surface",12,"West Glacier",NA,41.377268,-106.25894,3224,NA,2,4,9,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.35_2_4_DNA","Calder.35_2_4_DNA","sediment","surface","sediment_surface",13,"West Glacier",NA,41.377268,-106.25894,3224,NA,4,6,9,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.36_1_0_DNA","Calder.36_1_0_DNA","sediment","surface","sediment_surface",14,"Dunchi",NA,44.609451,-107.29139,2566,NA,0,2,4,"lake bottom water temperature",1.9,-4,7.8,666.44,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.36_1_18_DNA","Calder.36_1_18_DNA","sediment","deep","sediment_deep",15,"Dunchi",NA,44.609451,-107.29139,2566,NA,18,20,4,"lake bottom water temperature",1.9,-4,7.8,666.44,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.36_1_2_DNA","Calder.36_1_2_DNA","sediment","surface","sediment_surface",16,"Dunchi",NA,44.609451,-107.29139,2566,NA,2,4,4,"lake bottom water temperature",1.9,-4,7.8,666.44,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.36_1_20_DNA","Calder.36_1_20_DNA","sediment","deep","sediment_deep",17,"Dunchi",NA,44.609451,-107.29139,2566,NA,20,22,4,"lake bottom water temperature",1.9,-4,7.8,666.44,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.36_1_4_DNA","Calder.36_1_4_DNA","sediment","surface","sediment_surface",18,"Dunchi",NA,44.609451,-107.29139,2566,NA,4,6,4,"lake bottom water temperature",1.9,-4,7.8,666.44,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.37_1_0_DNA","Calder.37_1_0_DNA","sediment","surface","sediment_surface",19,"Duck",NA,44.608447,-107.29488,2571,NA,0,2,6,"lake bottom water temperature",1.9,-4,7.8,666.44,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.37_1_4_DNA","Calder.37_1_4_DNA","sediment","surface","sediment_surface",20,"Duck",NA,44.608447,-107.29488,2571,NA,4,6,6,"lake bottom water temperature",1.9,-4,7.8,666.44,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.39_1_16_DNA","Calder.39_1_16_DNA","sediment","deep","sediment_deep",21,"Bear",NA,44.221848,-107.23519,3224,NA,16,18,1,"lake bottom water temperature",1.6,-4.3,7.6,654.82,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.39_1_2_DNA","Calder.39_1_2_DNA","sediment","surface","sediment_surface",22,"Bear",NA,44.221848,-107.23519,3224,NA,2,4,1,"lake bottom water temperature",1.6,-4.3,7.6,654.82,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.39_1_20_DNA","Calder.39_1_20_DNA","sediment","deep","sediment_deep",23,"Bear",NA,44.221848,-107.23519,3224,NA,20,22,1,"lake bottom water temperature",1.6,-4.3,7.6,654.82,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.39_1_4_DNA","Calder.39_1_4_DNA","sediment","surface","sediment_surface",24,"Bear",NA,44.221848,-107.23519,3224,NA,4,6,1,"lake bottom water temperature",1.6,-4.3,7.6,654.82,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.40_1_0_DNA","Calder.40_1_0_DNA","sediment","surface","sediment_surface",25,"Round",NA,44.406651,-107.43169,2605,NA,0,2,1,"lake bottom water temperature",1.4,-4.1,6.8,686.77,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.40_1_2_DNA","Calder.40_1_2_DNA","sediment","surface","sediment_surface",26,"Round",NA,44.406651,-107.43169,2605,NA,2,4,1,"lake bottom water temperature",1.4,-4.1,6.8,686.77,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.40_1_20_DNA","Calder.40_1_20_DNA","sediment","deep","sediment_deep",27,"Round",NA,44.406651,-107.43169,2605,NA,20,22,1,"lake bottom water temperature",1.4,-4.1,6.8,686.77,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.40_1_4_DNA","Calder.40_1_4_DNA","sediment","surface","sediment_surface",28,"Round",NA,44.406651,-107.43169,2605,NA,4,6,1,"lake bottom water temperature",1.4,-4.1,6.8,686.77,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.41_1_0_DNA","Calder.41_1_0_DNA","sediment","surface","sediment_surface",29,"Lower Paint Rock",NA,44.39197,-107.38195,2790,NA,0,2,6,"lake bottom water temperature",0.5,-5.1,6.1,764.38,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.41_1_16_DNA","Calder.41_1_16_DNA","sediment","deep","sediment_deep",30,"Lower Paint Rock",NA,44.39197,-107.38195,2790,NA,16,18,6,"lake bottom water temperature",0.5,-5.1,6.1,764.38,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.41_1_18_DNA","Calder.41_1_18_DNA","sediment","deep","sediment_deep",31,"Lower Paint Rock",NA,44.39197,-107.38195,2790,NA,18,20,6,"lake bottom water temperature",0.5,-5.1,6.1,764.38,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.41_1_2_DNA","Calder.41_1_2_DNA","sediment","surface","sediment_surface",32,"Lower Paint Rock",NA,44.39197,-107.38195,2790,NA,2,4,6,"lake bottom water temperature",0.5,-5.1,6.1,764.38,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.41_1_20_DNA","Calder.41_1_20_DNA","sediment","deep","sediment_deep",33,"Lower Paint Rock",NA,44.39197,-107.38195,2790,NA,20,22,6,"lake bottom water temperature",0.5,-5.1,6.1,764.38,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.41_1_4_DNA","Calder.41_1_4_DNA","sediment","surface","sediment_surface",34,"Lower Paint Rock",NA,44.39197,-107.38195,2790,NA,4,6,6,"lake bottom water temperature",0.5,-5.1,6.1,764.38,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.42_1_0_DNA","Calder.42_1_0_DNA","sediment","surface","sediment_surface",35,"Upper Medicine Lodge",NA,44.401685,-107.38878,2676,NA,0,2,5,"lake bottom water temperature",0.3,-5.2,5.9,761.57,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.42_1_16_DNA","Calder.42_1_16_DNA","sediment","deep","sediment_deep",36,"Upper Medicine Lodge",NA,44.401685,-107.38878,2676,NA,16,18,5,"lake bottom water temperature",0.3,-5.2,5.9,761.57,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.42_1_18_DNA","Calder.42_1_18_DNA","sediment","deep","sediment_deep",37,"Upper Medicine Lodge",NA,44.401685,-107.38878,2676,NA,18,20,5,"lake bottom water temperature",0.3,-5.2,5.9,761.57,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.42_1_2_DNA","Calder.42_1_2_DNA","sediment","surface","sediment_surface",38,"Upper Medicine Lodge",NA,44.401685,-107.38878,2676,NA,2,4,5,"lake bottom water temperature",0.3,-5.2,5.9,761.57,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.42_1_20_DNA","Calder.42_1_20_DNA","sediment","deep","sediment_deep",39,"Upper Medicine Lodge",NA,44.401685,-107.38878,2676,NA,20,22,5,"lake bottom water temperature",0.3,-5.2,5.9,761.57,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.42_1_4_DNA","Calder.42_1_4_DNA","sediment","surface","sediment_surface",40,"Upper Medicine Lodge",NA,44.401685,-107.38878,2676,NA,4,6,5,"lake bottom water temperature",0.3,-5.2,5.9,761.57,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.43_1_0_DNA","Calder.43_1_0_DNA","sediment","surface","sediment_surface",41,"Swamp",NA,44.837838,-109.6041,2032,NA,0,2,6,"lake bottom water temperature",3.8,-3.4,11,447.49,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.43_1_2_DNA","Calder.43_1_2_DNA","sediment","surface","sediment_surface",42,"Swamp",NA,44.837838,-109.6041,2032,NA,2,4,6,"lake bottom water temperature",3.8,-3.4,11,447.49,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.43_1_4_DNA","Calder.43_1_4_DNA","sediment","surface","sediment_surface",43,"Swamp",NA,44.837838,-109.6041,2032,NA,4,6,6,"lake bottom water temperature",3.8,-3.4,11,447.49,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.44_1_0_DNA","Calder.44_1_0_DNA","sediment","surface","sediment_surface",44,"HWY lake 1",NA,44.856557,-109.54087,2038,NA,0,2,5,"lake bottom water temperature",3.8,-3,10.7,462.1,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.44_1_16_DNA","Calder.44_1_16_DNA","sediment","deep","sediment_deep",45,"HWY lake 1",NA,44.856557,-109.54087,2038,NA,16,18,5,"lake bottom water temperature",3.8,-3,10.7,462.1,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.44_1_18_DNA","Calder.44_1_18_DNA","sediment","deep","sediment_deep",46,"HWY lake 1",NA,44.856557,-109.54087,2038,NA,18,20,5,"lake bottom water temperature",3.8,-3,10.7,462.1,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.44_1_2_DNA","Calder.44_1_2_DNA","sediment","surface","sediment_surface",47,"HWY lake 1",NA,44.856557,-109.54087,2038,NA,2,4,5,"lake bottom water temperature",3.8,-3,10.7,462.1,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.44_1_20_DNA","Calder.44_1_20_DNA","sediment","deep","sediment_deep",48,"HWY lake 1",NA,44.856557,-109.54087,2038,NA,20,22,5,"lake bottom water temperature",3.8,-3,10.7,462.1,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.44_1_4_DNA","Calder.44_1_4_DNA","sediment","surface","sediment_surface",49,"HWY lake 1",NA,44.856557,-109.54087,2038,NA,4,6,5,"lake bottom water temperature",3.8,-3,10.7,462.1,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.45_1_0_DNA","Calder.45_1_0_DNA","sediment","surface","sediment_surface",50,"Lily",NA,44.94613,-109.71584,2337,NA,0,2,12,"lake bottom water temperature",2.2,-4.5,8.8,655.62,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.45_1_16_DNA","Calder.45_1_16_DNA","sediment","deep","sediment_deep",51,"Lily",NA,44.94613,-109.71584,2337,NA,16,18,12,"lake bottom water temperature",2.2,-4.5,8.8,655.62,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.45_1_18_DNA","Calder.45_1_18_DNA","sediment","deep","sediment_deep",52,"Lily",NA,44.94613,-109.71584,2337,NA,18,20,12,"lake bottom water temperature",2.2,-4.5,8.8,655.62,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.45_1_2_DNA","Calder.45_1_2_DNA","sediment","surface","sediment_surface",53,"Lily",NA,44.94613,-109.71584,2337,NA,2,4,12,"lake bottom water temperature",2.2,-4.5,8.8,655.62,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.45_1_20_DNA","Calder.45_1_20_DNA","sediment","deep","sediment_deep",54,"Lily",NA,44.94613,-109.71584,2337,NA,20,22,12,"lake bottom water temperature",2.2,-4.5,8.8,655.62,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.45_1_4_DNA","Calder.45_1_4_DNA","sediment","surface","sediment_surface",55,"Lily",NA,44.94613,-109.71584,2337,NA,4,6,12,"lake bottom water temperature",2.2,-4.5,8.8,655.62,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.46_1_0_DNA","Calder.46_1_0_DNA","sediment","surface","sediment_surface",56,"Island",NA,44.945159,-109.53937,2907,NA,0,2,6,"lake bottom water temperature",-0.8,-6.8,5.3,990.72,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.46_1_16_DNA","Calder.46_1_16_DNA","sediment","deep","sediment_deep",57,"Island",NA,44.945159,-109.53937,2907,NA,16,18,6,"lake bottom water temperature",-0.8,-6.8,5.3,990.72,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.46_1_18_DNA","Calder.46_1_18_DNA","sediment","deep","sediment_deep",58,"Island",NA,44.945159,-109.53937,2907,NA,18,20,6,"lake bottom water temperature",-0.8,-6.8,5.3,990.72,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.46_1_2_DNA","Calder.46_1_2_DNA","sediment","surface","sediment_surface",59,"Island",NA,44.945159,-109.53937,2907,NA,2,4,6,"lake bottom water temperature",-0.8,-6.8,5.3,990.72,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.46_1_4_DNA","Calder.46_1_4_DNA","sediment","surface","sediment_surface",60,"Island",NA,44.945159,-109.53937,2907,NA,4,6,6,"lake bottom water temperature",-0.8,-6.8,5.3,990.72,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.47_1_16_DNA","Calder.47_1_16_DNA","sediment","deep","sediment_deep",61,"Beartooth",NA,44.945147,-109.59206,2708,NA,16,18,10,"lake bottom water temperature",0.1,-5.9,6.1,892.63,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.47_1_18_DNA","Calder.47_1_18_DNA","sediment","deep","sediment_deep",62,"Beartooth",NA,44.945147,-109.59206,2708,NA,18,20,10,"lake bottom water temperature",0.1,-5.9,6.1,892.63,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.47_1_2_DNA","Calder.47_1_2_DNA","sediment","surface","sediment_surface",63,"Beartooth",NA,44.945147,-109.59206,2708,NA,2,4,10,"lake bottom water temperature",0.1,-5.9,6.1,892.63,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.47_1_20_DNA","Calder.47_1_20_DNA","sediment","deep","sediment_deep",64,"Beartooth",NA,44.945147,-109.59206,2708,NA,20,22,10,"lake bottom water temperature",0.1,-5.9,6.1,892.63,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.47_1_4_DNA","Calder.47_1_4_DNA","sediment","surface","sediment_surface",65,"Beartooth",NA,44.945147,-109.59206,2708,NA,4,6,10,"lake bottom water temperature",0.1,-5.9,6.1,892.63,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.48_1_0_DNA","Calder.48_1_0_DNA","sediment","surface","sediment_surface",66,"Fiddlers",NA,42.631122,-108.8788,2832,NA,0,2,1,"lake bottom water temperature",1.4,-5.1,7.9,738.05,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.48_1_16_DNA","Calder.48_1_16_DNA","sediment","deep","sediment_deep",67,"Fiddlers",NA,42.631122,-108.8788,2832,NA,16,18,1,"lake bottom water temperature",1.4,-5.1,7.9,738.05,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.48_1_2_DNA","Calder.48_1_2_DNA","sediment","surface","sediment_surface",68,"Fiddlers",NA,42.631122,-108.8788,2832,NA,2,4,1,"lake bottom water temperature",1.4,-5.1,7.9,738.05,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.48_1_4_DNA","Calder.48_1_4_DNA","sediment","surface","sediment_surface",69,"Fiddlers",NA,42.631122,-108.8788,2832,NA,4,6,1,"lake bottom water temperature",1.4,-5.1,7.9,738.05,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.49_1_0_DNA","Calder.49_1_0_DNA","sediment","surface","sediment_surface",70,"Lake 49",NA,42.616497,-108.86834,2804,NA,0,2,5,"lake bottom water temperature",1.6,-5.4,8.6,695.14,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.49_1_16_DNA","Calder.49_1_16_DNA","sediment","deep","sediment_deep",71,"Lake 49",NA,42.616497,-108.86834,2804,NA,16,18,5,"lake bottom water temperature",1.6,-5.4,8.6,695.14,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.49_1_18_DNA","Calder.49_1_18_DNA","sediment","deep","sediment_deep",72,"Lake 49",NA,42.616497,-108.86834,2804,NA,18,20,5,"lake bottom water temperature",1.6,-5.4,8.6,695.14,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.49_1_2_DNA","Calder.49_1_2_DNA","sediment","surface","sediment_surface",73,"Lake 49",NA,42.616497,-108.86834,2804,NA,2,4,5,"lake bottom water temperature",1.6,-5.4,8.6,695.14,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.49_1_20_DNA","Calder.49_1_20_DNA","sediment","deep","sediment_deep",74,"Lake 49",NA,42.616497,-108.86834,2804,NA,20,22,5,"lake bottom water temperature",1.6,-5.4,8.6,695.14,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.49_1_4_DNA","Calder.49_1_4_DNA","sediment","surface","sediment_surface",75,"Lake 49",NA,42.616497,-108.86834,2804,NA,4,6,5,"lake bottom water temperature",1.6,-5.4,8.6,695.14,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.50_1_0_DNA","Calder.50_1_0_DNA","sediment","surface","sediment_surface",76,"Lake 50",NA,42.663661,-109.26663,2767,NA,0,2,1,"lake bottom water temperature",0.9,-6.5,8.2,614.19,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.50_1_4_DNA","Calder.50_1_4_DNA","sediment","surface","sediment_surface",77,"Lake 50",NA,42.663661,-109.26663,2767,NA,4,6,1,"lake bottom water temperature",0.9,-6.5,8.2,614.19,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.51_1_0_DNA","Calder.51_1_0_DNA","sediment","surface","sediment_surface",78,"Lake 51",NA,42.662664,-109.26562,2778,NA,0,2,1,"lake bottom water temperature",0.9,-6.5,8.2,614.19,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.51_1_2_DNA","Calder.51_1_2_DNA","sediment","surface","sediment_surface",79,"Lake 51",NA,42.662664,-109.26562,2778,NA,2,4,1,"lake bottom water temperature",0.9,-6.5,8.2,614.19,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.51_1_4_DNA","Calder.51_1_4_DNA","sediment","surface","sediment_surface",80,"Lake 51",NA,42.662664,-109.26562,2778,NA,4,6,1,"lake bottom water temperature",0.9,-6.5,8.2,614.19,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.52_1_16_DNA","Calder.52_1_16_DNA","sediment","deep","sediment_deep",81,"Mud",NA,42.6833944,-109.27977,2770,NA,16,18,3,"lake bottom water temperature",0.8,-6.5,8.1,618.85,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.52_1_18_DNA","Calder.52_1_18_DNA","sediment","deep","sediment_deep",82,"Mud",NA,42.6833944,-109.27977,2770,NA,18,20,3,"lake bottom water temperature",0.8,-6.5,8.1,618.85,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.52_1_2_DNA","Calder.52_1_2_DNA","sediment","surface","sediment_surface",83,"Mud",NA,42.6833944,-109.27977,2770,NA,2,4,3,"lake bottom water temperature",0.8,-6.5,8.1,618.85,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.52_1_4_DNA","Calder.52_1_4_DNA","sediment","surface","sediment_surface",84,"Mud",NA,42.6833944,-109.27977,2770,NA,4,6,3,"lake bottom water temperature",0.8,-6.5,8.1,618.85,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.BL0100L","Calder.BL0100L","sediment","surface","sediment_surface",85,"Brooklyn Lake",NA,41.372,-106.25,3216,NA,0,2,10,"lake bottom water temperature",-0.6,-6.5,5.2,1049.37,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.BL0102L","Calder.BL0102L","sediment","surface","sediment_surface",86,"Brooklyn Lake",NA,41.372,-106.25,3216,NA,2,4,10,"lake bottom water temperature",-0.6,-6.5,5.2,1049.37,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.BL0104L","Calder.BL0104L","sediment","surface","sediment_surface",87,"Brooklyn Lake",NA,41.372,-106.25,3216,NA,4,6,10,"lake bottom water temperature",-0.6,-6.5,5.2,1049.37,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.BL0120L","Calder.BL0120L","sediment","deep","sediment_deep",88,"Brooklyn Lake",NA,41.372,-106.25,3216,NA,20,22,10,"lake bottom water temperature",-0.6,-6.5,5.2,1049.37,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.BL0216L","Calder.BL0216L","sediment","deep","sediment_deep",89,"Brooklyn Lake",NA,41.372,-106.25,3216,"it was clear drive 1 was 38 ft so 11.6 meters, but drive 2 wasn't listed, might have been where the water samples were taken, so 10, but JVE unsure. We could look at waypoints of 2017 data if John had them to see if it is either 10 or 11, but I think we should just use max lake depth during analyses.",16,18,10,"lake bottom water temperature",-0.6,-6.5,5.2,1049.37,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.BL0218L","Calder.BL0218L","sediment","deep","sediment_deep",90,"Brooklyn Lake",NA,41.372,-106.25,3216,"it was clear drive 1 was 38 ft so 11.6 meters, but drive 2 wasn't listed, might have been where the water samples were taken, so 10, but JVE unsure. We could look at waypoints of 2017 data if John had them to see if it is either 10 or 11, but I think we should just use max lake depth during analyses.",18,20,10,"lake bottom water temperature",-0.6,-6.5,5.2,1049.37,"PRISM 1991-2020 800-m",NA,NA,NA,NA
