sample_id,sample_type,sample_number,site_name,mountain_range,latitude,longitude,elevation,notes,depth_start,depth_end,top_bottom,measured_temperature,temperature_type,Tann,Tmin,Tmax,MAP,climate_data_source,Tann_snotel,Tmin_snotel,Tmax_snotel,MAP_snotel
Calder.BL0218L,sediment,90,Brooklyn Lake,,41.372,-106.25,3216,"it was clear drive 1 was 38 ft so 11.6 meters, but drive 2 wasn't listed, might have been where the water samples were taken, so 10, but JVE unsure. We could look at waypoints of 2017 data if John had them to see if it is either 10 or 11, but I think we should just use max lake depth during analyses.",18,19,,10,lake bottom water temperature,-0.6,-6.5,5.2,1049.37,PRISM 1991-2020 800-m,,,,
Calder.BN0105L,sediment,91,East Banner Lake,,41.411,-106.354,3071,cm depths fixed,2.5,3.5,,3,lake bottom water temperature,0.2,-5.7,6.2,1004.42,PRISM 1991-2020 800-m,,,,
Calder.CL0100L,sediment,92,Crater Lake,,41.491,-106.248,2954,NA,0,1,,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.CL0102L,sediment,93,Crater Lake,,41.491,-106.248,2954,NA,2,3,,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.CL0116L,sediment,94,Crater Lake,,41.491,-106.248,2954,NA,16,17,,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.CL0118L,sediment,95,Crater Lake,,41.491,-106.248,2954,NA,18,19,,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.CL0120L,sediment,96,Crater Lake,,41.491,-106.248,2954,NA,20,21,,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.CL0200L,sediment,97,Crater Lake,,41.491,-106.248,2954,NA,0,1,,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.CL0202L2,sediment,98,Crater Lake,,41.491,-106.248,2954,NA,2,3,,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.CL0204L,sediment,99,Crater Lake,,41.491,-106.248,2954,NA,4,5,,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.CL0218L,sediment,100,Crater Lake,,41.491,-106.248,2954,NA,18,19,,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.EG0100L,sediment,101,East Glacier,,41.377,-106.256,3290,NA,0,1,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0102L,sediment,102,East Glacier,,41.377,-106.256,3290,NA,2,3,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0104L,sediment,103,East Glacier,,41.377,-106.256,3290,NA,4,5,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0116L,sediment,104,East Glacier,,41.377,-106.256,3290,NA,16,17,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0118L,sediment,105,East Glacier,,41.377,-106.256,3290,NA,18,19,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0120L,sediment,106,East Glacier,,41.377,-106.256,3290,NA,20,21,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0202L,sediment,107,East Glacier,,41.377,-106.256,3290,NA,2,3,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0204L1,sediment,108,East Glacier,,41.377,-106.256,3290,NA,4,5,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0216L,sediment,109,East Glacier,,41.377,-106.256,3290,NA,16,17,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0218L,sediment,110,East Glacier,,41.377,-106.256,3290,NA,18,19,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0220L,sediment,111,East Glacier,,41.377,-106.256,3290,NA,20,21,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0300L,sediment,112,East Glacier,,41.377,-106.256,3290,NA,0,1,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0302L,sediment,113,East Glacier,,41.377,-106.256,3290,NA,2,3,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0304L,sediment,114,East Glacier,,41.377,-106.256,3290,NA,4,5,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0308L2,sediment,115,East Glacier,,41.377,-106.256,3290,NA,18,19,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0316L,sediment,116,East Glacier,,41.377,-106.256,3290,NA,16,17,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0320L,sediment,117,East Glacier,,41.377,-106.256,3290,NA,20,21,,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.FB0100L,sediment,118,Firebox,,41.442,-106.186,2941,NA,0,1,,0.3,lake bottom water temperature,1,-5,7,859.32,PRISM 1991-2020 800-m,,,,
Calder.FB0102L,sediment,119,Firebox,,41.442,-106.186,2941,NA,2,3,,0.3,lake bottom water temperature,1,-5,7,859.32,PRISM 1991-2020 800-m,,,,
Calder.HL0100L,sediment,120,Hourglass Lake,,41.35,-106.27,3205,NA,0,1,,1,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.HL0102L,sediment,121,Hourglass Lake,,41.35,-106.27,3205,NA,2,3,,1,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.HL0104L,sediment,122,Hourglass Lake,,41.35,-106.27,3205,NA,4,5,,1,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.HW0100L,sediment,123,Hwy 130 Lake,,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",0,1,,0.8,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.HW0102L,sediment,124,Hwy 130 Lake,,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",2,3,,0.8,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.HW0104L,sediment,125,Hwy 130 Lake,,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",4,5,,0.8,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.HW0116L,sediment,126,Hwy 130 Lake,,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",16,17,,0.8,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.HW0118L,sediment,127,Hwy 130 Lake,,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",18,19,,0.8,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.HW0120L,sediment,128,Hwy 130 Lake,,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",20,21,,0.8,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.LB0100L,sediment,129,Libby,,41.356,-106.294,3277,NA,0,1,,9,lake bottom water temperature,-1,-6.8,4.9,1166.4,PRISM 1991-2020 800-m,,,,
Calder.LB0104L,sediment,130,Libby,,41.356,-106.294,3277,NA,4,5,,9,lake bottom water temperature,-1,-6.8,4.9,1166.4,PRISM 1991-2020 800-m,,,,
Calder.LB0202L,sediment,131,Libby,,41.356,-106.294,3277,NA,2,3,,9,lake bottom water temperature,-1,-6.8,4.9,1166.4,PRISM 1991-2020 800-m,,,,
Calder.LB0204L,sediment,132,Libby,,41.356,-106.294,3277,NA,4,5,,9,lake bottom water temperature,-1,-6.8,4.9,1166.4,PRISM 1991-2020 800-m,,,,
Calder.LB0216L,sediment,133,Libby,,41.356,-106.294,3277,NA,16,17,,9,lake bottom water temperature,-1,-6.8,4.9,1166.4,PRISM 1991-2020 800-m,,,,
Calder.LB0218L,sediment,134,Libby,,41.356,-106.294,3277,NA,18,19,,9,lake bottom water temperature,-1,-6.8,4.9,1166.4,PRISM 1991-2020 800-m,,,,
Calder.LB0220L,sediment,135,Libby,,41.356,-106.294,3277,NA,20,21,,9,lake bottom water temperature,-1,-6.8,4.9,1166.4,PRISM 1991-2020 800-m,,,,
Calder.LL0100L,sediment,136,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",0,1,,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0118L,sediment,137,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",18,19,,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0200L,sediment,138,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",0,1,,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0202L,sediment,139,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",2,3,,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0216L,sediment,140,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",16,17,,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0218L,sediment,141,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",18,19,,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0220L,sediment,142,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",20,21,,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0300L,sediment,143,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",0,1,,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0302L,sediment,144,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",2,3,,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0304L,sediment,145,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",4,5,,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0316L,sediment,146,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",16,17,,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0318L,sediment,147,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",18,19,,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0320L,sediment,148,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",20,21,,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0442L,sediment,149,Long Lake,,41.502,-106.368,2728,"31 Jan 2022 - went back to notebook, John said mud started at 26 cm, but they started sampling at 38, so subtracted 26 for this sample. John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.No depth listed for this core, we used the average of the three previous cores. potential to find the waypoint and see if these cores are in close proximity, or ask John if he can remember if he cored these all close together, then we would feel better about using the current average listed here (10.266 m)",16,17,,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0446L,sediment,150,Long Lake,,41.502,-106.368,2728,"31 Jan 2022 - went back to notebook, John said mud started at 26 cm, but they started sampling at 38, so subtracted 26 for this sample. John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.No depth listed for this core, we used the average of the three previous cores. potential to find the waypoint and see if these cores are in close proximity, or ask John if he can remember if he cored these all close together, then we would feel better about using the current average listed here (10.266 m)",20,21,,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LS0100L,sediment,151,Lost Lake,,41.444,-106.117,2816,cm depths fixed,0,1,,0.2,lake bottom water temperature,2,-4.3,8.4,592.95,PRISM 1991-2020 800-m,,,,
Calder.LS0102L,sediment,152,Lost Lake,,41.444,-106.117,2816,cm depths fixed,1,2,,0.2,lake bottom water temperature,2,-4.3,8.4,592.95,PRISM 1991-2020 800-m,,,,
Calder.LS0106L,sediment,153,Lost Lake,,41.444,-106.117,2816,cm depths fixed,3,4,,0.2,lake bottom water temperature,2,-4.3,8.4,592.95,PRISM 1991-2020 800-m,,,,
Calder.LS0108L,sediment,154,Lost Lake,,41.444,-106.117,2816,cm depths fixed,4,5,,0.2,lake bottom water temperature,2,-4.3,8.4,592.95,PRISM 1991-2020 800-m,,,,
Calder.LS0132L,sediment,155,Lost Lake,,41.444,-106.117,2816,cm depths fixed,16,17,,0.2,lake bottom water temperature,2,-4.3,8.4,592.95,PRISM 1991-2020 800-m,,,,
Calder.LW0100L,sediment,156,Little Windy Pond,,41.432,-106.336,2983,NA,0,1,,1,lake bottom water temperature,1,-5.2,7.1,1006.96,PRISM 1991-2020 800-m,,,,
Calder.LW0102L,sediment,157,Little Windy Pond,,41.432,-106.336,2983,NA,2,3,,1,lake bottom water temperature,1,-5.2,7.1,1006.96,PRISM 1991-2020 800-m,,,,
Calder.LW0104L,sediment,158,Little Windy Pond,,41.432,-106.336,2983,NA,4,5,,1,lake bottom water temperature,1,-5.2,7.1,1006.96,PRISM 1991-2020 800-m,,,,
Calder.LW0116L,sediment,159,Little Windy Pond,,41.432,-106.336,2983,NA,16,17,,1,lake bottom water temperature,1,-5.2,7.1,1006.96,PRISM 1991-2020 800-m,,,,
Calder.LW0118L,sediment,160,Little Windy Pond,,41.432,-106.336,2983,NA,18,19,,1,lake bottom water temperature,1,-5.2,7.1,1006.96,PRISM 1991-2020 800-m,,,,
Calder.LW0120L,sediment,161,Little Windy Pond,,41.432,-106.336,2983,NA,20,21,,1,lake bottom water temperature,1,-5.2,7.1,1006.96,PRISM 1991-2020 800-m,,,,
Calder.ML0104L,sediment,162,Mirror Lake,,41.338,-106.319,3219,NA,4,5,,14,lake bottom water temperature,-0.7,-6.5,5.1,1209.04,PRISM 1991-2020 800-m,,,,
Calder.ML0200L,sediment,163,Mirror Lake,,41.338,-106.319,3219,NA,0,1,,14,lake bottom water temperature,-0.7,-6.5,5.1,1209.04,PRISM 1991-2020 800-m,,,,
Calder.ML0202L,sediment,164,Mirror Lake,,41.338,-106.319,3219,NA,2,3,,14,lake bottom water temperature,-0.7,-6.5,5.1,1209.04,PRISM 1991-2020 800-m,,,,
Calder.ML0204L,sediment,165,Mirror Lake,,41.338,-106.319,3219,NA,4,5,,14,lake bottom water temperature,-0.7,-6.5,5.1,1209.04,PRISM 1991-2020 800-m,,,,
Calder.ML0216L,sediment,166,Mirror Lake,,41.338,-106.319,3219,NA,16,17,,14,lake bottom water temperature,-0.7,-6.5,5.1,1209.04,PRISM 1991-2020 800-m,,,,
Calder.ML0218L,sediment,167,Mirror Lake,,41.338,-106.319,3219,NA,18,19,,14,lake bottom water temperature,-0.7,-6.5,5.1,1209.04,PRISM 1991-2020 800-m,,,,
Calder.NB0100L,sediment,168,North Banner Lake,,41.415,-106.358,3034,cm depths fixed,0,1,,2.2,lake bottom water temperature,0.7,-5.3,6.7,970.99,PRISM 1991-2020 800-m,,,,
Calder.NB0105L,sediment,169,North Banner Lake,,41.415,-106.358,3034,cm depths fixed,2.5,3.5,,2.2,lake bottom water temperature,0.7,-5.3,6.7,970.99,PRISM 1991-2020 800-m,,,,
Calder.RL0200L,sediment,170,Round Lake,,41.358,-106.271,3239,"John's notes: he went ~1 extra cm between 1-3 cm, so 2 cm is likely 3cm and then 4=5 and 6=7. fixed JVE - 9/26/19",0,1,,1.2,lake bottom water temperature,-0.8,-6.7,5,1081.56,PRISM 1991-2020 800-m,,,,
Calder.RL0202L,sediment,171,Round Lake,,41.358,-106.271,3239,"John's notes: he went ~1 extra cm between 1-3 cm, so 2 cm is likely 3cm and then 4=5 and 6=7. fixed JVE - 9/26/20",3,4,,1.2,lake bottom water temperature,-0.8,-6.7,5,1081.56,PRISM 1991-2020 800-m,,,,
Calder.SG0100L,sediment,172,South Gap Lake,,41.369,-106.299,3350,NA,0,1,,15,lake bottom water temperature,-1.2,-7.2,4.7,1247.72,PRISM 1991-2020 800-m,,,,
Calder.SG0102L,sediment,173,South Gap Lake,,41.369,-106.299,3350,NA,2,3,,15,lake bottom water temperature,-1.2,-7.2,4.7,1247.72,PRISM 1991-2020 800-m,,,,
Calder.SR0100L,sediment,174,Silver Run,,41.326,-106.236,3078,"The notebook says: water depth 4.3 meters on page 1, on page 2 near the water sample parameters, it says 4.0. We decided that this depth associated with the water samples will be in water_samples_depth column, and then we will put an NA for the core depth. In this instance, we decided that the depth 4.3 is more likely to be the coring depth, althought this was not directly stated in the notebook.",0,1,,3.5,lake bottom water temperature,0.6,-5.4,6.7,858.27,PRISM 1991-2020 800-m,,,,
Calder.SR0116L,sediment,175,Silver Run,,41.326,-106.236,3078,"The notebook says: water depth 4.3 meters on page 1, on page 2 near the water sample parameters, it says 4.0. We decided that this depth associated with the water samples will be in water_samples_depth column, and then we will put an NA for the core depth. In this instance, we decided that the depth 4.3 is more likely to be the coring depth, althought this was not directly stated in the notebook.",16,17,,3.5,lake bottom water temperature,0.6,-5.4,6.7,858.27,PRISM 1991-2020 800-m,,,,
Calder.SR0118L,sediment,176,Silver Run,,41.326,-106.236,3078,"The notebook says: water depth 4.3 meters on page 1, on page 2 near the water sample parameters, it says 4.0. We decided that this depth associated with the water samples will be in water_samples_depth column, and then we will put an NA for the core depth. In this instance, we decided that the depth 4.3 is more likely to be the coring depth, althought this was not directly stated in the notebook.",18,19,,3.5,lake bottom water temperature,0.6,-5.4,6.7,858.27,PRISM 1991-2020 800-m,,,,
Calder.SR0120L,sediment,177,Silver Run,,41.326,-106.236,3078,"The notebook says: water depth 4.3 meters on page 1, on page 2 near the water sample parameters, it says 4.0. We decided that this depth associated with the water samples will be in water_samples_depth column, and then we will put an NA for the core depth. In this instance, we decided that the depth 4.3 is more likely to be the coring depth, althought this was not directly stated in the notebook.",20,21,,3.5,lake bottom water temperature,0.6,-5.4,6.7,858.27,PRISM 1991-2020 800-m,,,,
Calder.SV0200L,sediment,178,Silver Lake,,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",0,1,,7,lake bottom water temperature,-0.2,-6.1,5.7,1150.79,PRISM 1991-2020 800-m,,,,
Calder.SV0202L,sediment,179,Silver Lake,,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",2,3,,7,lake bottom water temperature,-0.2,-6.1,5.7,1150.79,PRISM 1991-2020 800-m,,,,
Calder.SV0204L,sediment,180,Silver Lake,,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",4,5,,7,lake bottom water temperature,-0.2,-6.1,5.7,1150.79,PRISM 1991-2020 800-m,,,,
Calder.SV0216L,sediment,181,Silver Lake,,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",16,17,,7,lake bottom water temperature,-0.2,-6.1,5.7,1150.79,PRISM 1991-2020 800-m,,,,
Calder.SV0218L,sediment,182,Silver Lake,,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",18,19,,7,lake bottom water temperature,-0.2,-6.1,5.7,1150.79,PRISM 1991-2020 800-m,,,,
Calder.SV0220L,sediment,183,Silver Lake,,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",20,21,,7,lake bottom water temperature,-0.2,-6.1,5.7,1150.79,PRISM 1991-2020 800-m,,,,
Calder.SV0300L,sediment,184,Silver Lake,,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",0,1,,7,lake bottom water temperature,-0.2,-6.1,5.7,1150.79,PRISM 1991-2020 800-m,,,,
Calder.SV0302L,sediment,185,Silver Lake,,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",2,3,,7,lake bottom water temperature,-0.2,-6.1,5.7,1150.79,PRISM 1991-2020 800-m,,,,
Calder.SV0304L,sediment,186,Silver Lake,,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",4,5,,7,lake bottom water temperature,-0.2,-6.1,5.7,1150.79,PRISM 1991-2020 800-m,,,,
Calder.SV0316L,sediment,187,Silver Lake,,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",16,17,,7,lake bottom water temperature,-0.2,-6.1,5.7,1150.79,PRISM 1991-2020 800-m,,,,
Calder.SV0318L,sediment,188,Silver Lake,,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",18,19,,7,lake bottom water temperature,-0.2,-6.1,5.7,1150.79,PRISM 1991-2020 800-m,,,,
Calder.SV0320L,sediment,189,Silver Lake,,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",20,21,,7,lake bottom water temperature,-0.2,-6.1,5.7,1150.79,PRISM 1991-2020 800-m,,,,
Calder.SV0400L,sediment,190,Silver Lake,,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",0,1,,7,lake bottom water temperature,-0.2,-6.1,5.7,1150.79,PRISM 1991-2020 800-m,,,,
Calder.SV0402L,sediment,191,Silver Lake,,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",2,3,,7,lake bottom water temperature,-0.2,-6.1,5.7,1150.79,PRISM 1991-2020 800-m,,,,
Calder.SV0416L,sediment,192,Silver Lake,,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",16,17,,7,lake bottom water temperature,-0.2,-6.1,5.7,1150.79,PRISM 1991-2020 800-m,,,,
Calder.SV0420L,sediment,193,Silver Lake,,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",20,21,,7,lake bottom water temperature,-0.2,-6.1,5.7,1150.79,PRISM 1991-2020 800-m,,,,
SNOTEL.IOANA_A1,soil,1,SNOTEL SC751,,44.5002,-107.4295,2913,,2,15,,7.9,soil,-0.2,-5.8,5.3,715.93,PRISM 1991-2020 800-m,-0.6,-5.5,4.6,693
SNOTEL.IOANA_A10,soil,2,SNOTEL BL367,,41.3601,-106.2314,3076,,5,6,,10.5,soil,0.4,-5.5,6.3,910.58,PRISM 1991-2020 800-m,-0.7,-5.3,5.1,865
SNOTEL.IOANA_A11,soil,3,SNOTEL NFC668,,41.3299,-106.38,3072,,0,10,,20.2,soil,0.5,-5.5,6.6,1092.59,PRISM 1991-2020 800-m,-0.8,-5.7,5.9,1082
SNOTEL.IOANA_A12,soil,4,SNOTEL LG1131,,44.5265,-107.1785,2613,,3,8,,13.1,soil,1.7,-4.3,7.6,704.99,PRISM 1991-2020 800-m,3.5,-1.3,8.9,733
SNOTEL.IOANA_A2,soil,5,SNOTEL ERD460,,43.1309,-110.2023,2441,,0,1,,20.1,soil,1.7,-5.9,9.3,508.51,PRISM 1991-2020 800-m,3.2,-2.2,8.9,490
