sample_id,sample_type,surface_or_deep,sample_type_depth,sample_number,site_name,mountain_range,latitude,longitude,elevation,notes,depth_start,depth_end,measured_temperature,temperature_type,Tann,Tmin,Tmax,MAP,climate_data_source,Tann_snotel,Tmin_snotel,Tmax_snotel,MAP_snotel
Calder.47_1_16_DNA,sediment,deep,sediment_deep,61,Beartooth,,44.945147,-109.59206,2708,NA,16,18,10,lake bottom water temperature,0.1,-5.9,6.1,892.63,PRISM 1991-2020 800-m,,,,
Calder.47_1_18_DNA,sediment,deep,sediment_deep,62,Beartooth,,44.945147,-109.59206,2708,NA,18,20,10,lake bottom water temperature,0.1,-5.9,6.1,892.63,PRISM 1991-2020 800-m,,,,
Calder.47_1_2_DNA,sediment,surface,sediment_surface,63,Beartooth,,44.945147,-109.59206,2708,NA,2,4,10,lake bottom water temperature,0.1,-5.9,6.1,892.63,PRISM 1991-2020 800-m,,,,
Calder.47_1_20_DNA,sediment,deep,sediment_deep,64,Beartooth,,44.945147,-109.59206,2708,NA,20,22,10,lake bottom water temperature,0.1,-5.9,6.1,892.63,PRISM 1991-2020 800-m,,,,
Calder.47_1_4_DNA,sediment,surface,sediment_surface,65,Beartooth,,44.945147,-109.59206,2708,NA,4,6,10,lake bottom water temperature,0.1,-5.9,6.1,892.63,PRISM 1991-2020 800-m,,,,
Calder.48_1_0_DNA,sediment,surface,sediment_surface,66,Fiddlers,,42.631122,-108.8788,2832,NA,0,2,1,lake bottom water temperature,1.4,-5.1,7.9,738.05,PRISM 1991-2020 800-m,,,,
Calder.48_1_16_DNA,sediment,deep,sediment_deep,67,Fiddlers,,42.631122,-108.8788,2832,NA,16,18,1,lake bottom water temperature,1.4,-5.1,7.9,738.05,PRISM 1991-2020 800-m,,,,
Calder.48_1_2_DNA,sediment,surface,sediment_surface,68,Fiddlers,,42.631122,-108.8788,2832,NA,2,4,1,lake bottom water temperature,1.4,-5.1,7.9,738.05,PRISM 1991-2020 800-m,,,,
Calder.48_1_4_DNA,sediment,surface,sediment_surface,69,Fiddlers,,42.631122,-108.8788,2832,NA,4,6,1,lake bottom water temperature,1.4,-5.1,7.9,738.05,PRISM 1991-2020 800-m,,,,
Calder.49_1_0_DNA,sediment,surface,sediment_surface,70,Lake 49,,42.616497,-108.86834,2804,NA,0,2,5,lake bottom water temperature,1.6,-5.4,8.6,695.14,PRISM 1991-2020 800-m,,,,
Calder.49_1_16_DNA,sediment,deep,sediment_deep,71,Lake 49,,42.616497,-108.86834,2804,NA,16,18,5,lake bottom water temperature,1.6,-5.4,8.6,695.14,PRISM 1991-2020 800-m,,,,
Calder.49_1_18_DNA,sediment,deep,sediment_deep,72,Lake 49,,42.616497,-108.86834,2804,NA,18,20,5,lake bottom water temperature,1.6,-5.4,8.6,695.14,PRISM 1991-2020 800-m,,,,
Calder.49_1_2_DNA,sediment,surface,sediment_surface,73,Lake 49,,42.616497,-108.86834,2804,NA,2,4,5,lake bottom water temperature,1.6,-5.4,8.6,695.14,PRISM 1991-2020 800-m,,,,
Calder.49_1_20_DNA,sediment,deep,sediment_deep,74,Lake 49,,42.616497,-108.86834,2804,NA,20,22,5,lake bottom water temperature,1.6,-5.4,8.6,695.14,PRISM 1991-2020 800-m,,,,
Calder.49_1_4_DNA,sediment,surface,sediment_surface,75,Lake 49,,42.616497,-108.86834,2804,NA,4,6,5,lake bottom water temperature,1.6,-5.4,8.6,695.14,PRISM 1991-2020 800-m,,,,
Calder.50_1_0_DNA,sediment,surface,sediment_surface,76,Lake 50,,42.663661,-109.26663,2767,NA,0,2,1,lake bottom water temperature,0.9,-6.5,8.2,614.19,PRISM 1991-2020 800-m,,,,
Calder.50_1_4_DNA,sediment,surface,sediment_surface,77,Lake 50,,42.663661,-109.26663,2767,NA,4,6,1,lake bottom water temperature,0.9,-6.5,8.2,614.19,PRISM 1991-2020 800-m,,,,
Calder.51_1_0_DNA,sediment,surface,sediment_surface,78,Lake 51,,42.662664,-109.26562,2778,NA,0,2,1,lake bottom water temperature,0.9,-6.5,8.2,614.19,PRISM 1991-2020 800-m,,,,
Calder.51_1_2_DNA,sediment,surface,sediment_surface,79,Lake 51,,42.662664,-109.26562,2778,NA,2,4,1,lake bottom water temperature,0.9,-6.5,8.2,614.19,PRISM 1991-2020 800-m,,,,
Calder.51_1_4_DNA,sediment,surface,sediment_surface,80,Lake 51,,42.662664,-109.26562,2778,NA,4,6,1,lake bottom water temperature,0.9,-6.5,8.2,614.19,PRISM 1991-2020 800-m,,,,
Calder.52_1_16_DNA,sediment,deep,sediment_deep,81,Mud,,42.6833944,-109.27977,2770,NA,16,18,3,lake bottom water temperature,0.8,-6.5,8.1,618.85,PRISM 1991-2020 800-m,,,,
Calder.52_1_18_DNA,sediment,deep,sediment_deep,82,Mud,,42.6833944,-109.27977,2770,NA,18,20,3,lake bottom water temperature,0.8,-6.5,8.1,618.85,PRISM 1991-2020 800-m,,,,
Calder.52_1_2_DNA,sediment,surface,sediment_surface,83,Mud,,42.6833944,-109.27977,2770,NA,2,4,3,lake bottom water temperature,0.8,-6.5,8.1,618.85,PRISM 1991-2020 800-m,,,,
Calder.52_1_4_DNA,sediment,surface,sediment_surface,84,Mud,,42.6833944,-109.27977,2770,NA,4,6,3,lake bottom water temperature,0.8,-6.5,8.1,618.85,PRISM 1991-2020 800-m,,,,
Calder.BL0100L,sediment,surface,sediment_surface,85,Brooklyn Lake,,41.372,-106.25,3216,NA,0,2,10,lake bottom water temperature,-0.6,-6.5,5.2,1049.37,PRISM 1991-2020 800-m,,,,
Calder.BL0102L,sediment,surface,sediment_surface,86,Brooklyn Lake,,41.372,-106.25,3216,NA,2,4,10,lake bottom water temperature,-0.6,-6.5,5.2,1049.37,PRISM 1991-2020 800-m,,,,
Calder.BL0104L,sediment,surface,sediment_surface,87,Brooklyn Lake,,41.372,-106.25,3216,NA,4,6,10,lake bottom water temperature,-0.6,-6.5,5.2,1049.37,PRISM 1991-2020 800-m,,,,
Calder.BL0120L,sediment,deep,sediment_deep,88,Brooklyn Lake,,41.372,-106.25,3216,NA,20,22,10,lake bottom water temperature,-0.6,-6.5,5.2,1049.37,PRISM 1991-2020 800-m,,,,
Calder.BL0216L,sediment,deep,sediment_deep,89,Brooklyn Lake,,41.372,-106.25,3216,"it was clear drive 1 was 38 ft so 11.6 meters, but drive 2 wasn't listed, might have been where the water samples were taken, so 10, but JVE unsure. We could look at waypoints of 2017 data if John had them to see if it is either 10 or 11, but I think we should just use max lake depth during analyses.",16,18,10,lake bottom water temperature,-0.6,-6.5,5.2,1049.37,PRISM 1991-2020 800-m,,,,
Calder.BL0218L,sediment,deep,sediment_deep,90,Brooklyn Lake,,41.372,-106.25,3216,"it was clear drive 1 was 38 ft so 11.6 meters, but drive 2 wasn't listed, might have been where the water samples were taken, so 10, but JVE unsure. We could look at waypoints of 2017 data if John had them to see if it is either 10 or 11, but I think we should just use max lake depth during analyses.",18,20,10,lake bottom water temperature,-0.6,-6.5,5.2,1049.37,PRISM 1991-2020 800-m,,,,
Calder.BN0105L,sediment,surface,sediment_surface,91,East Banner Lake,,41.411,-106.354,3071,cm depths fixed,2.5,4.5,3,lake bottom water temperature,0.2,-5.7,6.2,1004.42,PRISM 1991-2020 800-m,,,,
Calder.CL0100L,sediment,surface,sediment_surface,92,Crater Lake,,41.491,-106.248,2954,NA,0,2,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.CL0102L,sediment,surface,sediment_surface,93,Crater Lake,,41.491,-106.248,2954,NA,2,4,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.CL0116L,sediment,deep,sediment_deep,94,Crater Lake,,41.491,-106.248,2954,NA,16,18,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.CL0118L,sediment,deep,sediment_deep,95,Crater Lake,,41.491,-106.248,2954,NA,18,20,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.CL0120L,sediment,deep,sediment_deep,96,Crater Lake,,41.491,-106.248,2954,NA,20,22,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.CL0200L,sediment,surface,sediment_surface,97,Crater Lake,,41.491,-106.248,2954,NA,0,2,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.CL0202L2,sediment,surface,sediment_surface,98,Crater Lake,,41.491,-106.248,2954,NA,2,4,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.CL0204L,sediment,surface,sediment_surface,99,Crater Lake,,41.491,-106.248,2954,NA,4,6,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.CL0218L,sediment,deep,sediment_deep,100,Crater Lake,,41.491,-106.248,2954,NA,18,20,18,lake bottom water temperature,0.6,-5.4,6.5,914.71,PRISM 1991-2020 800-m,,,,
Calder.EG0100L,sediment,surface,sediment_surface,101,East Glacier,,41.377,-106.256,3290,NA,0,2,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0102L,sediment,surface,sediment_surface,102,East Glacier,,41.377,-106.256,3290,NA,2,4,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0104L,sediment,surface,sediment_surface,103,East Glacier,,41.377,-106.256,3290,NA,4,6,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0116L,sediment,deep,sediment_deep,104,East Glacier,,41.377,-106.256,3290,NA,16,18,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0118L,sediment,deep,sediment_deep,105,East Glacier,,41.377,-106.256,3290,NA,18,20,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0120L,sediment,deep,sediment_deep,106,East Glacier,,41.377,-106.256,3290,NA,20,22,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0202L,sediment,surface,sediment_surface,107,East Glacier,,41.377,-106.256,3290,NA,2,4,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0204L1,sediment,surface,sediment_surface,108,East Glacier,,41.377,-106.256,3290,NA,4,6,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0216L,sediment,deep,sediment_deep,109,East Glacier,,41.377,-106.256,3290,NA,16,18,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0218L,sediment,deep,sediment_deep,110,East Glacier,,41.377,-106.256,3290,NA,18,20,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0220L,sediment,deep,sediment_deep,111,East Glacier,,41.377,-106.256,3290,NA,20,22,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0300L,sediment,surface,sediment_surface,112,East Glacier,,41.377,-106.256,3290,NA,0,2,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0302L,sediment,surface,sediment_surface,113,East Glacier,,41.377,-106.256,3290,NA,2,4,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0304L,sediment,surface,sediment_surface,114,East Glacier,,41.377,-106.256,3290,NA,4,6,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0308L2,sediment,deep,sediment_deep,115,East Glacier,,41.377,-106.256,3290,NA,18,20,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0316L,sediment,deep,sediment_deep,116,East Glacier,,41.377,-106.256,3290,NA,16,18,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.EG0320L,sediment,deep,sediment_deep,117,East Glacier,,41.377,-106.256,3290,NA,20,22,6,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.FB0100L,sediment,surface,sediment_surface,118,Firebox,,41.442,-106.186,2941,NA,0,2,0.3,lake bottom water temperature,1,-5,7,859.32,PRISM 1991-2020 800-m,,,,
Calder.FB0102L,sediment,surface,sediment_surface,119,Firebox,,41.442,-106.186,2941,NA,2,4,0.3,lake bottom water temperature,1,-5,7,859.32,PRISM 1991-2020 800-m,,,,
Calder.HL0100L,sediment,surface,sediment_surface,120,Hourglass Lake,,41.35,-106.27,3205,NA,0,2,1,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.HL0102L,sediment,surface,sediment_surface,121,Hourglass Lake,,41.35,-106.27,3205,NA,2,4,1,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.HL0104L,sediment,surface,sediment_surface,122,Hourglass Lake,,41.35,-106.27,3205,NA,4,6,1,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.HW0100L,sediment,surface,sediment_surface,123,Hwy 130 Lake,,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",0,2,0.8,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.HW0102L,sediment,surface,sediment_surface,124,Hwy 130 Lake,,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",2,4,0.8,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.HW0104L,sediment,surface,sediment_surface,125,Hwy 130 Lake,,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",4,6,0.8,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.HW0116L,sediment,deep,sediment_deep,126,Hwy 130 Lake,,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",16,18,0.8,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.HW0118L,sediment,deep,sediment_deep,127,Hwy 130 Lake,,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",18,20,0.8,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.HW0120L,sediment,deep,sediment_deep,128,Hwy 130 Lake,,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",20,22,0.8,lake bottom water temperature,-0.2,-6,5.6,1002.3,PRISM 1991-2020 800-m,,,,
Calder.LB0100L,sediment,surface,sediment_surface,129,Libby,,41.356,-106.294,3277,NA,0,2,9,lake bottom water temperature,-1,-6.8,4.9,1166.4,PRISM 1991-2020 800-m,,,,
Calder.LB0104L,sediment,surface,sediment_surface,130,Libby,,41.356,-106.294,3277,NA,4,6,9,lake bottom water temperature,-1,-6.8,4.9,1166.4,PRISM 1991-2020 800-m,,,,
Calder.LB0202L,sediment,surface,sediment_surface,131,Libby,,41.356,-106.294,3277,NA,2,4,9,lake bottom water temperature,-1,-6.8,4.9,1166.4,PRISM 1991-2020 800-m,,,,
Calder.LB0204L,sediment,surface,sediment_surface,132,Libby,,41.356,-106.294,3277,NA,4,6,9,lake bottom water temperature,-1,-6.8,4.9,1166.4,PRISM 1991-2020 800-m,,,,
Calder.LB0216L,sediment,deep,sediment_deep,133,Libby,,41.356,-106.294,3277,NA,16,18,9,lake bottom water temperature,-1,-6.8,4.9,1166.4,PRISM 1991-2020 800-m,,,,
Calder.LB0218L,sediment,deep,sediment_deep,134,Libby,,41.356,-106.294,3277,NA,18,20,9,lake bottom water temperature,-1,-6.8,4.9,1166.4,PRISM 1991-2020 800-m,,,,
Calder.LB0220L,sediment,deep,sediment_deep,135,Libby,,41.356,-106.294,3277,NA,20,22,9,lake bottom water temperature,-1,-6.8,4.9,1166.4,PRISM 1991-2020 800-m,,,,
Calder.LL0100L,sediment,surface,sediment_surface,136,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",0,2,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0118L,sediment,deep,sediment_deep,137,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",18,20,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0200L,sediment,surface,sediment_surface,138,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",0,2,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0202L,sediment,surface,sediment_surface,139,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",2,4,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0216L,sediment,deep,sediment_deep,140,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",16,18,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0218L,sediment,deep,sediment_deep,141,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",18,20,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0220L,sediment,deep,sediment_deep,142,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",20,22,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0300L,sediment,surface,sediment_surface,143,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",0,2,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0302L,sediment,surface,sediment_surface,144,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",2,4,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0304L,sediment,surface,sediment_surface,145,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",4,6,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0316L,sediment,deep,sediment_deep,146,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",16,18,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0318L,sediment,deep,sediment_deep,147,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",18,20,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0320L,sediment,deep,sediment_deep,148,Long Lake,,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",20,22,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0442L,sediment,deep,sediment_deep,149,Long Lake,,41.502,-106.368,2728,"31 Jan 2022 - went back to notebook, John said mud started at 26 cm, but they started sampling at 38, so subtracted 26 for this sample. John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.No depth listed for this core, we used the average of the three previous cores. potential to find the waypoint and see if these cores are in close proximity, or ask John if he can remember if he cored these all close together, then we would feel better about using the current average listed here (10.266 m)",16,18,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LL0446L,sediment,deep,sediment_deep,150,Long Lake,,41.502,-106.368,2728,"31 Jan 2022 - went back to notebook, John said mud started at 26 cm, but they started sampling at 38, so subtracted 26 for this sample. John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.No depth listed for this core, we used the average of the three previous cores. potential to find the waypoint and see if these cores are in close proximity, or ask John if he can remember if he cored these all close together, then we would feel better about using the current average listed here (10.266 m)",20,22,9,lake bottom water temperature,2.2,-4.5,9,771.64,PRISM 1991-2020 800-m,,,,
Calder.LS0100L,sediment,surface,sediment_surface,151,Lost Lake,,41.444,-106.117,2816,cm depths fixed,0,2,0.2,lake bottom water temperature,2,-4.3,8.4,592.95,PRISM 1991-2020 800-m,,,,
Calder.LS0102L,sediment,surface,sediment_surface,152,Lost Lake,,41.444,-106.117,2816,cm depths fixed,1,3,0.2,lake bottom water temperature,2,-4.3,8.4,592.95,PRISM 1991-2020 800-m,,,,
Calder.LS0106L,sediment,surface,sediment_surface,153,Lost Lake,,41.444,-106.117,2816,cm depths fixed,3,5,0.2,lake bottom water temperature,2,-4.3,8.4,592.95,PRISM 1991-2020 800-m,,,,
Calder.LS0108L,sediment,surface,sediment_surface,154,Lost Lake,,41.444,-106.117,2816,cm depths fixed,4,6,0.2,lake bottom water temperature,2,-4.3,8.4,592.95,PRISM 1991-2020 800-m,,,,
Calder.LS0132L,sediment,deep,sediment_deep,155,Lost Lake,,41.444,-106.117,2816,cm depths fixed,16,18,0.2,lake bottom water temperature,2,-4.3,8.4,592.95,PRISM 1991-2020 800-m,,,,
Calder.LW0100L,sediment,surface,sediment_surface,156,Little Windy Pond,,41.432,-106.336,2983,NA,0,2,1,lake bottom water temperature,1,-5.2,7.1,1006.96,PRISM 1991-2020 800-m,,,,
Calder.LW0102L,sediment,surface,sediment_surface,157,Little Windy Pond,,41.432,-106.336,2983,NA,2,4,1,lake bottom water temperature,1,-5.2,7.1,1006.96,PRISM 1991-2020 800-m,,,,
Calder.LW0104L,sediment,surface,sediment_surface,158,Little Windy Pond,,41.432,-106.336,2983,NA,4,6,1,lake bottom water temperature,1,-5.2,7.1,1006.96,PRISM 1991-2020 800-m,,,,
Calder.LW0116L,sediment,deep,sediment_deep,159,Little Windy Pond,,41.432,-106.336,2983,NA,16,18,1,lake bottom water temperature,1,-5.2,7.1,1006.96,PRISM 1991-2020 800-m,,,,
Calder.LW0118L,sediment,deep,sediment_deep,160,Little Windy Pond,,41.432,-106.336,2983,NA,18,20,1,lake bottom water temperature,1,-5.2,7.1,1006.96,PRISM 1991-2020 800-m,,,,
Calder.LW0120L,sediment,deep,sediment_deep,161,Little Windy Pond,,41.432,-106.336,2983,NA,20,22,1,lake bottom water temperature,1,-5.2,7.1,1006.96,PRISM 1991-2020 800-m,,,,
Calder.ML0104L,sediment,surface,sediment_surface,162,Mirror Lake,,41.338,-106.319,3219,NA,4,6,14,lake bottom water temperature,-0.7,-6.5,5.1,1209.04,PRISM 1991-2020 800-m,,,,
Calder.ML0200L,sediment,surface,sediment_surface,163,Mirror Lake,,41.338,-106.319,3219,NA,0,2,14,lake bottom water temperature,-0.7,-6.5,5.1,1209.04,PRISM 1991-2020 800-m,,,,
Calder.ML0202L,sediment,surface,sediment_surface,164,Mirror Lake,,41.338,-106.319,3219,NA,2,4,14,lake bottom water temperature,-0.7,-6.5,5.1,1209.04,PRISM 1991-2020 800-m,,,,
Calder.ML0204L,sediment,surface,sediment_surface,165,Mirror Lake,,41.338,-106.319,3219,NA,4,6,14,lake bottom water temperature,-0.7,-6.5,5.1,1209.04,PRISM 1991-2020 800-m,,,,
Calder.ML0216L,sediment,deep,sediment_deep,166,Mirror Lake,,41.338,-106.319,3219,NA,16,18,14,lake bottom water temperature,-0.7,-6.5,5.1,1209.04,PRISM 1991-2020 800-m,,,,
Calder.ML0218L,sediment,deep,sediment_deep,167,Mirror Lake,,41.338,-106.319,3219,NA,18,20,14,lake bottom water temperature,-0.7,-6.5,5.1,1209.04,PRISM 1991-2020 800-m,,,,
Calder.NB0100L,sediment,surface,sediment_surface,168,North Banner Lake,,41.415,-106.358,3034,cm depths fixed,0,2,2.2,lake bottom water temperature,0.7,-5.3,6.7,970.99,PRISM 1991-2020 800-m,,,,
Calder.NB0105L,sediment,surface,sediment_surface,169,North Banner Lake,,41.415,-106.358,3034,cm depths fixed,2.5,4.5,2.2,lake bottom water temperature,0.7,-5.3,6.7,970.99,PRISM 1991-2020 800-m,,,,
Calder.RL0200L,sediment,surface,sediment_surface,170,Round Lake,,41.358,-106.271,3239,"John's notes: he went ~1 extra cm between 1-3 cm, so 2 cm is likely 3cm and then 4=5 and 6=7. fixed JVE - 9/26/19",0,2,1.2,lake bottom water temperature,-0.8,-6.7,5,1081.56,PRISM 1991-2020 800-m,,,,
Calder.RL0202L,sediment,surface,sediment_surface,171,Round Lake,,41.358,-106.271,3239,"John's notes: he went ~1 extra cm between 1-3 cm, so 2 cm is likely 3cm and then 4=5 and 6=7. fixed JVE - 9/26/20",3,5,1.2,lake bottom water temperature,-0.8,-6.7,5,1081.56,PRISM 1991-2020 800-m,,,,
Calder.SG0100L,sediment,surface,sediment_surface,172,South Gap Lake,,41.369,-106.299,3350,NA,0,2,15,lake bottom water temperature,-1.2,-7.2,4.7,1247.72,PRISM 1991-2020 800-m,,,,
Calder.SG0102L,sediment,surface,sediment_surface,173,South Gap Lake,,41.369,-106.299,3350,NA,2,4,15,lake bottom water temperature,-1.2,-7.2,4.7,1247.72,PRISM 1991-2020 800-m,,,,
Calder.SR0100L,sediment,surface,sediment_surface,174,Silver Run,,41.326,-106.236,3078,"The notebook says: water depth 4.3 meters on page 1, on page 2 near the water sample parameters, it says 4.0. We decided that this depth associated with the water samples will be in water_samples_depth column, and then we will put an NA for the core depth. In this instance, we decided that the depth 4.3 is more likely to be the coring depth, althought this was not directly stated in the notebook.",0,2,3.5,lake bottom water temperature,0.6,-5.4,6.7,858.27,PRISM 1991-2020 800-m,,,,
